Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	P_DCH	
2.9	0.078149246	0.074280894	0.079951945	0.068417826	0.037913876	0.00036528952	0.08117531	
2.91	0.077862318	0.074020962	0.079691707	0.068094324	0.037791569	0.00036407418	0.080893617	
2.92	0.077574981	0.073760474	0.079430881	0.067771163	0.037670062	0.00036286696	0.080611531	
2.93	0.077287287	0.073499482	0.07916952	0.067448384	0.037549347	0.00036166779	0.080329105	
2.94	0.076999288	0.073238037	0.078907677	0.067126031	0.037429415	0.00036047658	0.080046388	
2.95	0.076711034	0.072976186	0.078645401	0.066804143	0.037310258	0.00035929325	0.079763431	
2.96	0.076422574	0.072713977	0.078382743	0.066482761	0.03719187	0.00035811772	0.079480279	
2.97	0.076133954	0.072451457	0.07811975	0.066161921	0.037074242	0.00035694992	0.079196979	
2.98	0.07584522	0.072188669	0.077856468	0.06584166	0.036957367	0.00035578977	0.078913576	
2.99	0.075556418	0.071925657	0.077592942	0.065522013	0.036841238	0.0003546372	0.078630113	
3	0.075267589	0.071662463	0.077329216	0.065203015	0.036725847	0.00035349212	0.078346633	
3.01	0.074978774	0.071399129	0.077065332	0.064884698	0.036611188	0.00035235447	0.078063175	
3.02	0.074690016	0.071135692	0.076801331	0.064567093	0.036497253	0.00035122417	0.077779779	
3.03	0.074401352	0.070872193	0.076537253	0.064250231	0.036384035	0.00035010115	0.077496484	
3.04	0.074112821	0.070608667	0.076273136	0.063934141	0.036271528	0.00034898535	0.077213326	
3.05	0.073824458	0.070345153	0.076009019	0.06361885	0.036159724	0.00034787668	0.076930342	
3.06	0.073536301	0.070081683	0.075744937	0.063304387	0.036048617	0.00034677509	0.076647565	
3.07	0.073248382	0.069818294	0.075480926	0.062990777	0.035938201	0.0003456805	0.07636503	
3.08	0.072960737	0.069555017	0.075217019	0.062678044	0.035828468	0.00034459284	0.07608277	
3.09	0.072673395	0.069291885	0.074953251	0.062366214	0.035719412	0.00034351206	0.075800815	
3.1	0.07238639	0.069028928	0.074689653	0.062055309	0.035611028	0.00034243808	0.075519197	
3.11	0.072099751	0.068766177	0.074426255	0.061745351	0.035503308	0.00034137084	0.075237944	
3.12	0.071813508	0.068503662	0.074163089	0.061436361	0.035396247	0.00034031027	0.074957086	
3.13	0.071527688	0.068241409	0.073900183	0.061128361	0.035289838	0.00033925632	0.074676649	
3.14	0.071242319	0.067979447	0.073637566	0.060821368	0.035184076	0.00033820892	0.074396661	
3.15	0.070957428	0.067717802	0.073375264	0.060515403	0.035078953	0.00033716801	0.074117148	
3.16	0.070673039	0.0674565	0.073113305	0.060210482	0.034974466	0.00033613353	0.073838134	
3.17	0.070389178	0.067195565	0.072851714	0.059906623	0.034870606	0.00033510542	0.073559643	
3.18	0.070105869	0.066935021	0.072590515	0.059603843	0.03476737	0.00033408361	0.073281699	
3.19	0.069823134	0.066674893	0.072329733	0.059302156	0.034664751	0.00033306806	0.073004324	
3.2	0.069540995	0.066415201	0.07206939	0.059001579	0.034562743	0.0003320587	0.07272754	
3.21	0.069259475	0.066155969	0.07180951	0.058702124	0.034461342	0.00033105548	0.072451367	
3.22	0.068978593	0.065897216	0.071550113	0.058403806	0.034360541	0.00033005834	0.072175827	
3.23	0.06869837	0.065638964	0.071291221	0.058106637	0.034260335	0.00032906723	0.071900937	
3.24	0.068418825	0.065381231	0.071032853	0.05781063	0.034160719	0.00032808208	0.071626718	
3.25	0.068139976	0.065124038	0.07077503	0.057515796	0.034061688	0.00032710285	0.071353187	
3.26	0.067861842	0.064867402	0.07051777	0.057222147	0.033963235	0.00032612948	0.071080361	
3.27	0.067584439	0.06461134	0.070261091	0.056929692	0.033865357	0.00032516192	0.070808257	
3.28	0.067307783	0.06435587	0.070005011	0.056638442	0.033768049	0.00032420012	0.070536892	
3.29	0.067031892	0.064101009	0.069749546	0.056348406	0.033671304	0.00032324402	0.070266281	
3.3	0.066756779	0.063846772	0.069494713	0.056059593	0.033575118	0.00032229358	0.069996438	
3.31	0.066482461	0.063593174	0.069240528	0.055772012	0.033479486	0.00032134874	0.069727379	
3.32	0.06620895	0.063340231	0.068987005	0.055485669	0.033384404	0.00032040946	0.069459116	
3.33	0.065936261	0.063087956	0.06873416	0.055200572	0.033289867	0.00031947568	0.069191663	
3.34	0.065664407	0.062836363	0.068482006	0.054916729	0.033195869	0.00031854735	0.068925033	
3.35	0.065393399	0.062585465	0.068230556	0.054634145	0.033102406	0.00031762444	0.068659238	
3.36	0.06512325	0.062335275	0.067979824	0.054352827	0.033009474	0.00031670688	0.06839429	
3.37	0.064853972	0.062085806	0.067729822	0.05407278	0.032917067	0.00031579464	0.068130199	
3.38	0.064585575	0.061837068	0.067480562	0.053794009	0.032825183	0.00031488767	0.067866976	
3.39	0.06431807	0.061589073	0.067232055	0.053516518	0.032733815	0.00031398591	0.067604632	
3.4	0.064051467	0.061341832	0.066984313	0.053240313	0.032642959	0.00031308934	0.067343177	
3.41	0.063785776	0.061095355	0.066737346	0.052965398	0.032552612	0.00031219789	0.067082619	
3.42	0.063521005	0.060849652	0.066491164	0.052691775	0.032462769	0.00031131154	0.066822967	
3.43	0.063257163	0.060604733	0.066245777	0.052419448	0.032373425	0.00031043022	0.066564231	
3.44	0.062994259	0.060360606	0.066001195	0.052148419	0.032284576	0.00030955391	0.066306417	
3.45	0.062732301	0.060117281	0.065757425	0.051878693	0.032196219	0.00030868255	0.066049535	
3.46	0.062471296	0.059874766	0.065514477	0.05161027	0.032108349	0.00030781611	0.06579359	
3.47	0.062211251	0.059633068	0.065272358	0.051343152	0.032020962	0.00030695454	0.065538591	
3.48	0.061952173	0.059392196	0.065031077	0.051077342	0.031934054	0.00030609781	0.065284543	
3.49	0.061694068	0.059152156	0.06479064	0.05081284	0.031847621	0.00030524586	0.065031453	
3.5	0.061436943	0.058912956	0.064551055	0.050549648	0.031761659	0.00030439867	0.064779326	
3.51	0.061180803	0.058674602	0.064312329	0.050287766	0.031676164	0.00030355619	0.064528169	
3.52	0.060925653	0.0584371	0.064074467	0.050027195	0.031591133	0.00030271838	0.064277986	
3.53	0.060671499	0.058200456	0.063837476	0.049767935	0.031506561	0.0003018852	0.064028782	
3.54	0.060418346	0.057964676	0.063601362	0.049509986	0.031422445	0.00030105661	0.063780562	
3.55	0.060166197	0.057729765	0.063366129	0.049253349	0.03133878	0.00030023259	0.063533331	
3.56	0.059915057	0.057495729	0.063131783	0.048998021	0.031255565	0.00029941308	0.063287091	
3.57	0.05966493	0.057262571	0.062898329	0.048744004	0.031172794	0.00029859805	0.063041848	
3.58	0.05941582	0.057030297	0.062665771	0.048491295	0.031090464	0.00029778746	0.062797603	
3.59	0.059167729	0.056798911	0.062434114	0.048239894	0.031008571	0.00029698128	0.062554362	
3.6	0.058920661	0.056568416	0.062203362	0.047989799	0.030927113	0.00029617948	0.062312126	
3.61	0.058674619	0.056338817	0.061973517	0.04774101	0.030846085	0.00029538201	0.062070898	
3.62	0.058429605	0.056110117	0.061744584	0.047493523	0.030765485	0.00029458883	0.061830681	
3.63	0.058185621	0.055882318	0.061516566	0.047247338	0.030685308	0.00029379993	0.061591477	
3.64	0.05794267	0.055655425	0.061289467	0.047002453	0.030605551	0.00029301526	0.061353288	
3.65	0.057700754	0.05542944	0.061063287	0.046758864	0.030526211	0.00029223478	0.061116116	
3.66	0.057459873	0.055204364	0.060838032	0.04651657	0.030447285	0.00029145846	0.060879962	
3.67	0.057220031	0.054980202	0.060613701	0.046275568	0.03036877	0.00029068628	0.060644827	
3.68	0.056981227	0.054756955	0.060390299	0.046035856	0.030290661	0.00028991819	0.060410714	
3.69	0.056743463	0.054534624	0.060167826	0.04579743	0.030212957	0.00028915417	0.060177622	
3.7	0.05650674	0.054313212	0.059946284	0.045560288	0.030135653	0.00028839417	0.059945553	
3.71	0.056271058	0.05409272	0.059725676	0.045324427	0.030058747	0.00028763818	0.059714507	
3.72	0.056036418	0.05387315	0.059506001	0.045089843	0.029982236	0.00028688615	0.059484484	
3.73	0.05580282	0.053654502	0.059287262	0.044856533	0.029906116	0.00028613806	0.059255486	
3.74	0.055570264	0.053436778	0.059069459	0.044624493	0.029830385	0.00028539388	0.059027511	
3.75	0.055338751	0.053219979	0.058852594	0.04439372	0.029755039	0.00028465357	0.05880056	
3.76	0.05510828	0.053004105	0.058636666	0.044164211	0.029680076	0.0002839171	0.058574633	
3.77	0.05487885	0.052789157	0.058421677	0.043935961	0.029605492	0.00028318445	0.058349729	
3.78	0.054650462	0.052575135	0.058207626	0.043708966	0.029531285	0.00028245558	0.058125848	
3.79	0.054423114	0.052362039	0.057994514	0.043483222	0.029457452	0.00028173047	0.057902989	
3.8	0.054196806	0.05214987	0.057782341	0.043258726	0.02938399	0.00028100909	0.057681151	
3.81	0.053971536	0.051938627	0.057571107	0.043035473	0.029310896	0.0002802914	0.057460333	
3.82	0.053747305	0.051728311	0.057360811	0.042813459	0.029238167	0.00027957738	0.057240535	
3.83	0.05352411	0.051518921	0.057151453	0.04259268	0.029165801	0.000278867	0.057021754	
3.84	0.053301951	0.051310456	0.056943033	0.04237313	0.029093795	0.00027816023	0.05680399	
3.85	0.053080825	0.051102917	0.05673555	0.042154806	0.029022146	0.00027745705	0.056587241	
3.86	0.052860731	0.050896301	0.056529003	0.041937702	0.028950851	0.00027675743	0.056371506	
3.87	0.052641669	0.05069061	0.056323391	0.041721815	0.028879908	0.00027606133	0.056156783	
3.88	0.052423635	0.050485841	0.056118714	0.041507139	0.028809315	0.00027536874	0.055943071	
3.89	0.052206628	0.050281993	0.05591497	0.04129367	0.028739068	0.00027467963	0.055730366	
3.9	0.051990647	0.050079066	0.055712159	0.041081403	0.028669165	0.00027399397	0.055518668	
3.91	0.051775688	0.049877058	0.055510278	0.040870333	0.028599603	0.00027331173	0.055307975	
3.92	0.05156175	0.049675968	0.055309326	0.040660454	0.02853038	0.0002726329	0.055098284	
3.93	0.051348831	0.049475795	0.055109302	0.040451763	0.028461494	0.00027195743	0.054889592	
3.94	0.051136928	0.049276537	0.054910205	0.040244253	0.028392942	0.00027128532	0.054681899	
3.95	0.050926039	0.049078192	0.054712032	0.04003792	0.028324722	0.00027061652	0.0544752	
3.96	0.050716161	0.048880759	0.054514782	0.039832759	0.02825683	0.00026995103	0.054269495	
3.97	0.050507293	0.048684236	0.054318453	0.039628764	0.028189266	0.00026928881	0.05406478	
3.98	0.05029943	0.048488621	0.054123043	0.03942593	0.028122025	0.00026862985	0.053861052	
3.99	0.050092571	0.048293913	0.05392855	0.039224252	0.028055107	0.0002679741	0.053658309	
4	0.049886712	0.048100108	0.053734972	0.039023725	0.027988508	0.00026732156	0.053456549	
4.01	0.049681851	0.047907206	0.053542307	0.038824343	0.027922227	0.0002666722	0.053255767	
4.02	0.049477985	0.047715204	0.053350553	0.0386261	0.02785626	0.000266026	0.053055962	
4.03	0.04927511	0.047524099	0.053159706	0.038428992	0.027790607	0.00026538292	0.052857131	
4.04	0.049073225	0.04733389	0.052969766	0.038233013	0.027725264	0.00026474296	0.05265927	
4.05	0.048872325	0.047144575	0.052780729	0.038038158	0.027660229	0.00026410609	0.052462376	
4.06	0.048672407	0.04695615	0.052592593	0.037844421	0.027595501	0.00026347227	0.052266446	
4.07	0.048473469	0.046768613	0.052405356	0.037651796	0.027531077	0.00026284151	0.052071478	
4.08	0.048275507	0.046581963	0.052219015	0.037460279	0.027466954	0.00026221376	0.051877467	
4.09	0.048078518	0.046396196	0.052033566	0.037269863	0.027403131	0.00026158901	0.051684411	
4.1	0.047882497	0.046211309	0.051849009	0.037080543	0.027339606	0.00026096724	0.051492306	
4.11	0.047687443	0.0460273	0.051665339	0.036892314	0.027276376	0.00026034842	0.051301149	
4.12	0.047493351	0.045844167	0.051482554	0.036705169	0.027213439	0.00025973254	0.051110936	
4.13	0.047300219	0.045661906	0.051300651	0.036519104	0.027150794	0.00025911957	0.050921664	
4.14	0.047108041	0.045480515	0.051119627	0.036334112	0.027088439	0.0002585095	0.05073333	
4.15	0.046916816	0.045299991	0.05093948	0.036150189	0.02702637	0.0002579023	0.05054593	
4.16	0.046726539	0.045120331	0.050760206	0.035967328	0.026964587	0.00025729795	0.05035946	
4.17	0.046537206	0.044941532	0.050581802	0.035785524	0.026903087	0.00025669644	0.050173917	
4.18	0.046348814	0.044763591	0.050404265	0.035604772	0.026841869	0.00025609773	0.049989297	
4.19	0.04616136	0.044586506	0.050227593	0.035425065	0.026780929	0.00025550182	0.049805597	
4.2	0.045974839	0.044410272	0.050051782	0.035246398	0.026720268	0.00025490868	0.049622813	
4.21	0.045789248	0.044234888	0.049876828	0.035068766	0.026659882	0.0002543183	0.04944094	
4.22	0.045604583	0.044060349	0.049702729	0.034892162	0.02659977	0.00025373065	0.049259977	
4.23	0.04542084	0.043886653	0.049529482	0.034716582	0.026539929	0.00025314571	0.049079918	
4.24	0.045238016	0.043713797	0.049357083	0.034542019	0.026480359	0.00025256347	0.04890076	
4.25	0.045056106	0.043541777	0.049185528	0.034368468	0.026421056	0.00025198391	0.048722499	
4.26	0.044875106	0.043370591	0.049014816	0.034195924	0.02636202	0.00025140701	0.048545131	
4.27	0.044695014	0.043200235	0.048844942	0.03402438	0.026303249	0.00025083275	0.048368653	
4.28	0.044515824	0.043030705	0.048675903	0.033853832	0.02624474	0.00025026111	0.04819306	
4.29	0.044337533	0.042861999	0.048507695	0.033684273	0.026186492	0.00024969208	0.04801835	
4.3	0.044160137	0.042694113	0.048340316	0.033515698	0.026128503	0.00024912564	0.047844517	
4.31	0.043983632	0.042527044	0.048173761	0.033348101	0.026070772	0.00024856176	0.047671558	
