Energia	P_OscStd	P_InvDcy	P_VEP	P_NSI	P_VIS_1	P_VIS_2	
0.01	0.094394392	0.042973336	0.094388263	0.095080476	0.48632494	8.7571482e-05	
0.02	0.00066780246	0.0082861805	0.00066962922	0.00057623252	0.47999807	8.7208321e-05	
0.03	0.40712892	0.27907101	0.40713244	0.4065985	0.4814586	7.9520172e-05	
0.04	0.013482531	0.00076975503	0.013488914	0.013121545	0.4650686	8.5781968e-05	
0.05	0.15076823	0.15317821	0.15065583	0.15313878	0.41428668	7.4614999e-05	
0.06	0.45798305	0.33011602	0.45801756	0.45734094	0.38079738	6.227721e-05	
0.07	0.53493116	0.42071155	0.53508931	0.53234742	0.36423159	5.3854936e-05	
0.08	0.32598425	0.42204199	0.32614956	0.32390744	0.35666635	4.8883541e-05	
0.09	0.48597103	0.43958115	0.48630299	0.48146018	0.35286074	4.6123007e-05	
0.1	0.33390508	0.39523505	0.33361557	0.33776945	0.35016598	4.4635291e-05	
0.11	0.45277101	0.39852577	0.45240365	0.45702415	0.34741044	4.3833248e-05	
0.12	0.40633591	0.36767485	0.40593107	0.41091673	0.34414873	4.3383429e-05	
0.13	0.25107185	0.30569338	0.25076733	0.25482899	0.34028506	4.3091163e-05	
0.14	0.25667783	0.28772587	0.25707245	0.25284865	0.33585556	4.2860743e-05	
0.15	0.40717751	0.32128928	0.40702695	0.40849952	0.33096246	4.2626493e-05	
0.16	0.16039955	0.22268064	0.16043979	0.16065363	0.32571979	4.2370975e-05	
0.17	0.36272652	0.28560836	0.36260975	0.36368648	0.3202138	4.2081479e-05	
0.18	0.15917678	0.19654744	0.15951125	0.15663476	0.31454851	4.1766352e-05	
0.19	0.23272724	0.21746134	0.23221332	0.23773061	0.30878473	4.1406162e-05	
0.2	0.29009763	0.23548074	0.29041485	0.28723279	0.30300237	4.1028115e-05	
0.21	0.1165793	0.15134066	0.11686236	0.11482592	0.2972238	4.0611717e-05	
0.22	0.15448327	0.16242076	0.15397476	0.15938824	0.29148156	4.0170896e-05	
0.23	0.26482628	0.21100386	0.264645	0.26632791	0.28582357	3.9734928e-05	
0.24	0.20632536	0.17860847	0.20683665	0.20233317	0.28026618	3.9294484e-05	
0.25	0.091976103	0.11626362	0.092319679	0.089972816	0.27481185	3.883493e-05	
0.26	0.08482181	0.10830865	0.084490771	0.088248201	0.26947556	3.8364779e-05	
0.27	0.16393905	0.14755567	0.16336062	0.16880705	0.26427636	3.7898811e-05	
0.28	0.21898281	0.17576015	0.21880539	0.22036937	0.25922098	3.7438937e-05	
0.29	0.1962498	0.16147865	0.19664008	0.19342949	0.25430361	3.6977072e-05	
0.3	0.12530689	0.11913507	0.12591869	0.12127035	0.24951613	3.6507703e-05	
0.31	0.064340693	0.081441705	0.064705929	0.062511418	0.24485557	3.6034205e-05	
0.32	0.048520297	0.069775263	0.04839944	0.05030251	0.24032435	3.5566058e-05	
0.33	0.076196377	0.084448736	0.075671625	0.080637316	0.23592621	3.511257e-05	
0.34	0.12294559	0.11157298	0.12230275	0.12784334	0.23166249	3.4678473e-05	
0.35	0.16187415	0.13478212	0.16141817	0.16515249	0.22753067	3.4263167e-05	
0.36	0.17668405	0.14349984	0.17660211	0.17726405	0.22352529	3.3862543e-05	
0.37	0.16477604	0.13543855	0.16508986	0.16276048	0.21963965	3.3471555e-05	
0.38	0.13367213	0.11484543	0.13426534	0.13003323	0.21586748	3.3086211e-05	
0.39	0.095187624	0.089050134	0.09587153	0.091257833	0.21220379	3.270447e-05	
0.4	0.060436451	0.065278319	0.061019077	0.057442018	0.20864508	3.2326203e-05	
0.41	0.036938966	0.048657964	0.037275891	0.035700855	0.20518896	3.1952576e-05	
0.42	0.027797741	0.04151814	0.02781713	0.028622364	0.2018336	3.1585293e-05	
0.43	0.032295921	0.043643334	0.032000168	0.035016914	0.19857721	3.1225937e-05	
0.44	0.047174673	0.053033081	0.046625964	0.05128418	0.19541763	3.0875554e-05	
0.45	0.068010423	0.066787607	0.067308442	0.07282165	0.1923522	3.0534491e-05	
0.46	0.090349596	0.081877001	0.089608167	0.095148162	0.18937769	3.020243e-05	
0.47	0.11046483	0.09568259	0.10979203	0.11462486	0.18649045	2.9878544e-05	
0.48	0.12573545	0.10629414	0.12521938	0.12879198	0.18368656	2.9561707e-05	
0.49	0.13472752	0.11260103	0.13442833	0.13640746	0.18096201	2.9250714e-05	
0.5	0.13707236	0.11423732	0.13701968	0.13729227	0.17831285	2.8944446e-05	
0.51	0.13323612	0.1114414	0.13343082	0.13207714	0.17573535	2.8642002e-05	
0.52	0.12425299	0.10488037	0.12467172	0.12192287	0.17322604	2.8342769e-05	
0.53	0.11147111	0.09547498	0.11207236	0.10826164	0.17078177	2.8046447e-05	
0.54	0.09633898	0.084246929	0.09706958	0.092584986	0.16839974	2.7753037e-05	
0.55	0.08024421	0.072199314	0.081045505	0.076287842	0.16607747	2.74628e-05	
0.56	0.064404979	0.060232516	0.065218145	0.060567405	0.16381274	2.7176208e-05	
0.57	0.049808332	0.049092961	0.050578622	0.046369408	0.16160359	2.689388e-05	
0.58	0.03718618	0.039349329	0.037865995	0.034371726	0.15944826	2.6616528e-05	
0.59	0.027019166	0.03138982	0.027570014	0.024994869	0.15734515	2.6344897e-05	
0.6	0.019559229	0.025434204	0.019952706	0.018429928	0.15529276	2.6079723e-05	
0.61	0.014863137	0.021555124	0.015081091	0.014676155	0.15328969	2.5821695e-05	
0.62	0.012830902	0.019704197	0.012864981	0.013582184	0.15133459	2.5571427e-05	
0.63	0.013244693	0.019739488	0.013095434	0.014886638	0.14942615	2.5329436e-05	
0.64	0.015805249	0.02145201	0.015480886	0.018255346	0.14756308	2.5096136e-05	
0.65	0.020164019	0.024589703	0.019679133	0.023313585	0.1457441	2.4871829e-05	
0.66	0.025950158	0.028878044	0.025324274	0.029672661	0.14396795	2.4656706e-05	
0.67	0.032792142	0.034036967	0.032048364	0.036950769	0.14223336	2.4450855e-05	
0.68	0.040334223	0.039794089	0.039497958	0.044788486	0.14053909	2.4254263e-05	
0.69	0.048248223	0.045894511	0.047346034	0.052859501	0.13888388	2.406683e-05	
0.7	0.056241283	0.052107582	0.055299898	0.060877292	0.1372665	2.3888376e-05	
0.71	0.064060269	0.058231073	0.063105743	0.068598494	0.13568574	2.3718657e-05	
0.72	0.071493482	0.064093237	0.070550527	0.07582366	0.1341404	2.355737e-05	
0.73	0.078370317	0.069553196	0.077461777	0.082396074	0.13262932	2.340417e-05	
0.74	0.084559399	0.074500065	0.083705872	0.088199157	0.13115134	2.3258673e-05	
0.75	0.089965677	0.078851162	0.089185256	0.093152957	0.12970537	2.3120474e-05	
0.76	0.094526851	0.082549611	0.09383498	0.097210079	0.12829033	2.2989146e-05	
0.77	0.098209448	0.085561569	0.097618865	0.10035137	0.12690517	2.2864255e-05	
0.78	0.10100478	0.087873292	0.10052554	0.10258161	0.1255489	2.2745363e-05	
0.79	0.10292498	0.089488161	0.10256453	0.1039253	0.12422055	2.2632032e-05	
0.8	0.10399917	0.09042381	0.10376249	0.10442273	0.1229192	2.2523832e-05	
0.81	0.10427	0.090709406	0.10415976	0.10412643	0.12164396	2.2420344e-05	
0.82	0.10379041	0.090383149	0.10380718	0.10309794	0.12039398	2.2321161e-05	
0.83	0.10262085	0.089490015	0.10276325	0.10140495	0.11916847	2.2225892e-05	
0.84	0.10082674	0.088079759	0.10109171	0.099118937	0.11796665	2.2134163e-05	
0.85	0.098476399	0.086205177	0.098859393	0.096313045	0.11678778	2.204562e-05	
0.86	0.095639224	0.083920621	0.096134417	0.093060416	0.11563117	2.1959927e-05	
0.87	0.092384235	0.081280753	0.09298473	0.089432789	0.11449615	2.187677e-05	
0.88	0.088778869	0.078339513	0.08947689	0.085499407	0.11338208	2.1795854e-05	
0.89	0.084888038	0.0751493	0.085675113	0.081326171	0.11228836	2.1716904e-05	
0.9	0.080773412	0.071760315	0.081640541	0.076975019	0.11121441	2.1639666e-05	
0.91	0.07649289	0.068220076	0.0774307	0.072503498	0.11015968	2.1563903e-05	
0.92	0.072100245	0.064573058	0.073099128	0.067964491	0.10912365	2.14894e-05	
0.93	0.067644898	0.060860458	0.068695135	0.063406085	0.10810582	2.1415958e-05	
0.94	0.063171814	0.057120056	0.06426369	0.05887154	0.10710571	2.1343394e-05	
0.95	0.058721498	0.053386153	0.059845393	0.054399357	0.10612286	2.1271544e-05	
0.96	0.054330056	0.049689585	0.055476532	0.050023412	0.10515683	2.1200259e-05	
0.97	0.050029325	0.046057787	0.051189197	0.045773134	0.10420721	2.1129403e-05	
0.98	0.045847049	0.042514895	0.047011445	0.041673741	0.1032736	2.1058856e-05	
0.99	0.041807085	0.039081891	0.042967492	0.037746483	0.1023556	2.0988508e-05	
1	0.037929631	0.03577676	0.039077941	0.034008923	0.10145285	2.0918263e-05	
1.01	0.034231481	0.032614673	0.035360014	0.03047521	0.10056499	2.0848036e-05	
1.02	0.030726271	0.029608179	0.031827806	0.027156367	0.099691678	2.0777753e-05	
1.03	0.027424743	0.026767395	0.028492528	0.02406057	0.098832578	2.0707347e-05	
1.04	0.024334998	0.02410021	0.025362763	0.021193425	0.097987373	2.0636763e-05	
1.05	0.021462744	0.021612474	0.022444704	0.018558236	0.097155753	2.0565951e-05	
1.06	0.018811541	0.019308194	0.019742398	0.016156252	0.09633742	2.0494872e-05	
1.07	0.016383028	0.017189717	0.017257964	0.013986914	0.095532083	2.042349e-05	
1.08	0.014177143	0.015257906	0.014991815	0.012048078	0.094739463	2.0351777e-05	
1.09	0.012192328	0.013512306	0.012942857	0.010336223	0.093959287	2.0279712e-05	
1.1	0.010425723	0.011951304	0.011108677	0.0088466508	0.093191292	2.0207276e-05	
1.11	0.0088733383	0.010572277	0.0094857236	0.0075736601	0.09243522	2.0134458e-05	
1.12	0.0075302256	0.0093717251	0.0080694669	0.0065107133	0.091690824	2.0061249e-05	
1.13	0.0063906239	0.0083454017	0.0068545472	0.0056505843	0.09095786	1.9987645e-05	
1.14	0.0054480986	0.0074884281	0.0058349128	0.0049854943	0.090236092	1.9913643e-05	
1.15	0.0046956656	0.0067954006	0.0050039434	0.0045072325	0.089525292	1.9839247e-05	
1.16	0.0041259044	0.0062604865	0.0043545626	0.004207265	0.088825236	1.976446e-05	
1.17	0.0037310586	0.0058775119	0.0038793386	0.0040768321	0.088135706	1.9689289e-05	
1.18	0.0035031268	0.0056400406	0.0035705749	0.004107033	0.087456489	1.9613743e-05	
1.19	0.0034339425	0.0055414448	0.0034203904	0.0042889019	0.086787378	1.9537833e-05	
1.2	0.0035152457	0.0055749676	0.0034207911	0.0046134735	0.086128171	1.9461572e-05	
1.21	0.0037387448	0.0057337793	0.0035637326	0.0050718402	0.08547867	1.9384972e-05	
1.22	0.0040961712	0.0060110263	0.0038411755	0.0056552015	0.084838684	1.930805e-05	
1.23	0.0045793269	0.0063998744	0.0042451327	0.0063549055	0.084208025	1.9230821e-05	
1.24	0.0051801247	0.006893546	0.0047677109	0.0071624848	0.083586507	1.9153301e-05	
1.25	0.0058906231	0.0074853527	0.0054011459	0.0080696858	0.082973953	1.9075509e-05	
1.26	0.0067030552	0.0081687229	0.0061378324	0.0090684928	0.082370186	1.8997462e-05	
1.27	0.0076098534	0.0089372252	0.006970349	0.010151148	0.081775035	1.8919179e-05	
1.28	0.0086036688	0.009784588	0.0078914787	0.011310166	0.081188334	1.8840679e-05	
1.29	0.0096773877	0.010704716	0.0088942258	0.012538345	0.080609918	1.8761981e-05	
1.3	0.010824143	0.011691702	0.0099718288	0.013828777	0.080039627	1.8683104e-05	
1.31	0.012037326	0.01273984	0.011117771	0.015174851	0.079477305	1.8604067e-05	
1.32	0.013310589	0.013843628	0.012325785	0.016570257	0.078922798	1.8524889e-05	
1.33	0.014637852	0.014997781	0.013589864	0.018008985	0.078375958	1.844559e-05	
1.34	0.016013307	0.016197227	0.014904257	0.019485327	0.077836638	1.8366188e-05	
1.35	0.017431411	0.017437114	0.016263474	0.020993867	0.077304694	1.8286704e-05	
1.36	0.018886894	0.018712808	0.017662285	0.022529488	0.076779988	1.8207154e-05	
1.37	0.020374748	0.020019895	0.019095715	0.024087354	0.076262381	1.8127557e-05	
1.38	0.021890229	0.021354175	0.020559045	0.025662912	0.075751741	1.8047932e-05	
1.39	0.023428847	0.022711663	0.022047805	0.027251882	0.075247937	1.7968296e-05	
1.4	0.024986364	0.024088584	0.023557769	0.028850248	0.074750839	1.7888666e-05	
1.41	0.026558789	0.025481368	0.025084949	0.030454252	0.074260323	1.780906e-05	
1.42	0.028142365	0.026886646	0.026625589	0.032060382	0.073776267	1.7729494e-05	
1.43	0.029733567	0.028301243	0.028176158	0.033665367	0.07329855	1.7649983e-05	
1.44	0.031329092	0.029722176	0.029733345	0.035266162	0.072827056	1.7570545e-05	
1.45	0.032925853	0.031146642	0.031294045	0.036859946	0.072361669	1.7491193e-05	
1.46	0.034520967	0.03257202	0.03285536	0.038444106	0.071902277	1.7411944e-05	
1.47	0.036111751	0.033995856	0.034414584	0.040016229	0.07144877	1.7332811e-05	
1.48	0.037695714	0.035415862	0.0359692	0.041574097	0.071001042	1.7253807e-05	
1.49	0.039270543	0.036829907	0.037516867	0.043115673	0.070558986	1.7174948e-05	
1.5	0.040834102	0.038236014	0.039055419	0.044639093	0.0701225	1.7096245e-05	
1.51	0.042384419	0.039632349	0.040582852	0.046142659	0.069691483	1.7017712e-05	
1.52	0.043919682	0.041017216	0.042097316	0.047624828	0.069265837	1.6939361e-05	
1.53	0.045438227	0.042389051	0.043597113	0.049084206	0.068845466	1.6861202e-05	
1.54	0.046938534	0.043746418	0.045080683	0.050519537	0.068430275	1.6783248e-05	
1.55	0.048419218	0.045088	0.046546601	0.051929697	0.068020172	1.6705509e-05	
1.56	0.049879022	0.046412591	0.04799357	0.053313688	0.067615066	1.6627996e-05	
1.57	0.051316811	0.047719098	0.049420413	0.054670627	0.06721487	1.6550719e-05	
1.58	0.052731563	0.049006525	0.050826065	0.055999742	0.066819497	1.6473687e-05	
1.59	0.054122364	0.050273977	0.052209571	0.057300361	0.066428862	1.6396909e-05	
1.6	0.055488405	0.051520649	0.053570074	0.058571913	0.066042882	1.6320395e-05	
1.61	0.056828969	0.052745822	0.054906816	0.059813914	0.065661478	1.6244152e-05	
1.62	0.058143431	0.05394886	0.056219127	0.061025965	0.065284568	1.6168188e-05	
1.63	0.059431251	0.055129202	0.057506421	0.062207748	0.064912076	1.6092512e-05	
1.64	0.060691967	0.05628636	0.058768193	0.063359015	0.064543926	1.601713e-05	
1.65	0.061925191	0.057419914	0.060004012	0.064479589	0.064180043	1.594205e-05	
1.66	0.063130607	0.058529509	0.061213515	0.065569355	0.063820354	1.5867277e-05	
1.67	0.064307961	0.059614848	0.062396405	0.066628257	0.063464789	1.5792819e-05	
1.68	0.065457062	0.06067569	0.063552448	0.067656295	0.063113278	1.5718681e-05	
1.69	0.066577773	0.061711848	0.064681463	0.068653517	0.062765751	1.5644868e-05	
